"source_db","query_id","query","eid","title","doi","publication_name","cover_date","subtype_description","citedby_count","openaccess","authors","affiliations","scopus_link"
"Scopus","Q6_pomdp_temporal_models","TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105034862637","Decentralized topology robustness optimization for IoT via Multi-Agent Graph Reinforcement Learning","10.1109/TMC.2026.3680228","IEEE Transactions on Mobile Computing","2026-01-01","Article","0","0","Peng Y.; Wu J.; Duan T.; Liu Y.; Zhou C.; Zhang Z.","Fudan University; Southeast University; Information Engineering University China; Purple Mountain Laboratory","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105034862637&origin=inward"
"Scopus","Q6_pomdp_temporal_models","TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105032114640","Two-Timescale Optimization for Aerial Rotatable Antenna Array in Cell-Free Networks With Dynamic Users","10.1109/TWC.2026.3668103","IEEE Transactions on Wireless Communications","2026-01-01","Article","0","0","Wang W.; Huang Y.; Ni W.; Zhang C.; Wang D.","Southeast University; Beijing University of Posts and Telecommunications; Purple Mountain Laboratory","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105032114640&origin=inward"
"Scopus","Q6_pomdp_temporal_models","TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105028009373","UGV-Assisted Task Allocation for UAVs: A Heterogeneous Graph Reinforcement Learning Approach","10.1109/TSC.2026.3651622","IEEE Transactions on Services Computing","2026-01-01","Article","0","0","Wu Q.; Liu Q.; He Y.; Wu Z.","Beijing Jiaotong University; University of Technology Sydney","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105028009373&origin=inward"
"Scopus","Q6_pomdp_temporal_models","TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105017261331","Two-Level-Attention-Based Continuous Trajectory Design and Computation Offloading for Multi-UAV Cooperative Target Search","10.1109/TMC.2025.3614596","IEEE Transactions on Mobile Computing","2026-01-01","Article","2","0","Zhu H.; Hui J.; Guo Z.","Harbin Institute of Technology; Beijing Institute of Technology","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105017261331&origin=inward"
"Scopus","Q6_pomdp_temporal_models","TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105034677897","Efficient Multi-agent Collaboration Learning via Posterior Mamba","10.1109/TBDATA.2026.3679580","IEEE Transactions on Big Data","2026-01-01","Article","0","0","Feng Z.; Xiao W.; Yuan L.; Dong Y.; Wang G.; Leung V.C.M.","The University of British Columbia; Nanjing University; National Key Laboratory of Autonomous Intelligent Unmanned Systems, Beijing Institute of Technology; Shenzhen MSU-BIT University","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105034677897&origin=inward"
"Scopus","Q6_pomdp_temporal_models","TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105028184447","LLM-PD: A Large Language Model-Driven Policy Distillation-Based Method for Multi-UAV Path Planning","10.1109/JIOT.2026.3656708","IEEE Internet of Things Journal","2026-01-01","Article","0","0","Tang L.; He J.; Liao X.; Liu Q.; Chen Q.","Chongqing University of Posts and Telecommunications; Chongqing Key Laboratory of Mobile Communications Technology","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105028184447&origin=inward"
"Scopus","Q6_pomdp_temporal_models","TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105023866482","Connectivity Management in Satellite-Aided Vehicular Networks With Multi-Head Attention-Based State Estimation","10.1109/LWC.2025.3639165","IEEE Wireless Communications Letters","2026-01-01","Article","0","2","Althamary I.; Chou C.F.; Huang C.W.","National Taiwan University; King Fahd University of Petroleum and Minerals; National Central University","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105023866482&origin=inward"
"Scopus","Q6_pomdp_temporal_models","TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105029442118","Partial observability in vision-based forklift navigation with compressed visual information","10.1007/s41315-025-00519-2","International Journal of Intelligent Robotics and Applications","2026-01-01","Article","0","1","Hadwiger S.; Kube D.; Meisen T.","Siemens AG; Bergische Universität Wuppertal","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105029442118&origin=inward"
"Scopus","Q6_pomdp_temporal_models","TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105033556987","Transformer-Based Fusion for Joint Routing and Resource Allocation in the Internet of Things","10.1049/cmu2.70149","Iet Communications","2026-01-01","Article","0","1","Zhou Z.; Ren B.; Yin H.; Liu Q.; Lin J.; Zhong X.","PLA; Air Force Early Warning Academy","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105033556987&origin=inward"
"Scopus","Q6_pomdp_temporal_models","TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105031584334","Robust Detection of Dummy Data Attacks in Smart Grids via Transformer-Based Reinforcement Learning Under Partial Observability","10.1109/TSMC.2026.3663393","IEEE Transactions on Systems Man and Cybernetics Systems","2026-01-01","Article","0","0","Zhang Z.; Lu J.; Hu J.; Guerrero J.M.","Zhejiang University; Southeast University","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105031584334&origin=inward"
"Scopus","Q6_pomdp_temporal_models","TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105024139560","Anti-Jamming Task Scheduling in MEC-O-RAN With Hierarchical DRL and Transformer-Based Control","10.1109/JIOT.2025.3640520","IEEE Internet of Things Journal","2026-01-01","Article","0","0","Asemian G.; Amini M.; Kantarci B.","University of Ottawa","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105024139560&origin=inward"
"Scopus","Q6_pomdp_temporal_models","TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105028587070","Hierarchical deep reinforcement learning for real-time tactical decision-making in team sports","10.1108/DTA-06-2025-0512","Data Technologies and Applications","2026-01-01","Article","0","1","Kong K.; Liu Z.; Gao Z.; Dong H.; Isleem H.F.","University of York; Zaozhuang University","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105028587070&origin=inward"
"Scopus","Q6_pomdp_temporal_models","TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105031942832","Self-Attention Proximal Policy Optimization for Beam Tracking in mmWave Communications","10.1109/JSAC.2026.3669465","IEEE Journal on Selected Areas in Communications","2026-01-01","Article","0","0","Liu X.; Tan J.; Ren X.; Dai H.","Intelligent Game and Decision Lab (IGDL)","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105031942832&origin=inward"
"Scopus","Q6_pomdp_temporal_models","TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105033048739","Control-Communication Co-Optimization for Wireless Cloud Robotic System via Multi-Agent Transfer Reinforcement Learning","10.1109/JAS.2025.125894","IEEE Caa Journal of Automatica Sinica","2026-01-01","Article","0","0","Xu C.; Zhang J.; Yu H.","University of Chinese Academy of Sciences; Shenyang Institute of Automation Chinese Academy of Sciences","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105033048739&origin=inward"
"Scopus","Q6_pomdp_temporal_models","TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105033271100","Autonomous Weeding Robots: Coordinating Locomotion and Manipulation via Long Short-Term Memory-Proximal Policy Optimization Reinforcement Learning","10.1109/TASE.2026.3665035","IEEE Transactions on Automation Science and Engineering","2026-01-01","Article","0","0","Ma S.; Li R.; Cong S.; Nie X.; Khan R.A.I.; Yu C.; Zhou W.; Hu H.; Fang H.; Shang H.","Fudan University; Shanghai University; University of Essex; Xi'an Jiaotong-Liverpool University; University of Liberal Arts Bangladesh","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105033271100&origin=inward"
"Scopus","Q6_pomdp_temporal_models","TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105012244196","A Secure Multiradio Resource Scheme Using Cooperative DRL Agents for Heterogeneous Inter-RAN Slicing Under Hardware Impairments","10.1109/JIOT.2025.3593409","IEEE Internet of Things Journal","2026-01-01","Article","0","0","Sabr O.; Kaur K.; Kaddoum G.","Université du Québec à Montréal; Chitkara University, Punjab; Canadian University Dubai","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105012244196&origin=inward"
"Scopus","Q6_pomdp_temporal_models","TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105023674649","Collision-free robot navigation in confined and partially observable environments using spatial-memory deep reinforcement learning","10.1016/j.asej.2025.103867","Ain Shams Engineering Journal","2026-01-01","Article","0","1","Montero E.; Pico N.; Ghergherehchi M.; Choi H.","Sungkyunkwan University; Escuela Superior Politecnica del Litoral Ecuador; SKKU College of Information and Communication Engineering","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105023674649&origin=inward"
"Scopus","Q6_pomdp_temporal_models","TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105019181231","Service Migration Strategies Based on Partially Observable and Multi-Objective Optimization","10.1109/TMC.2025.3618278","IEEE Transactions on Mobile Computing","2026-01-01","Article","1","0","Hou Y.; Yang L.; Dai Y.","College of Computer Science and Engineering, Northeastern University; Software College of Northeastern University","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105019181231&origin=inward"
"Scopus","Q6_pomdp_temporal_models","TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105030060757","ASMARL: Optimizing Traffic Signal Coordination Through Multi-Agent Reinforcement Learning With Attention Mechanisms and Sequential Rollout","10.1109/OJITS.2026.3664105","IEEE Open Journal of Intelligent Transportation Systems","2026-01-01","Article","0","1","Wang B.; Liu J.; Cheng H.; Du T.","Anhui Normal University; Yangtze River Delta Information Intelligence Innovation Research Institute","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105030060757&origin=inward"
"Scopus","Q6_pomdp_temporal_models","TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105011943700","Cooperative and Asynchronous Transformer-Based Mission Planning for heterogeneous teams of mobile robots","10.1016/j.robot.2025.105131","Robotics and Autonomous Systems","2025-12-01","Article","0","1","Farjadnasab M.; Sirouspour S.","McMaster University, Faculty of Engineering","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105011943700&origin=inward"
"Scopus","Q6_pomdp_temporal_models","TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105025802051","Multi-Attention Meets Pareto Optimization: A Reinforcement Learning Method for Adaptive UAV Formation Control","10.3390/drones9120845","Drones","2025-12-01","Article","1","1","Zheng L.; Zeng J.; Qin L.; Ju R.","National University of Defense Technology China","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105025802051&origin=inward"
"Scopus","Q6_pomdp_temporal_models","TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105015147230","XMIX: Graph-based temporal credit assignment and attention-augmented value decomposition for multi-agent cooperative reinforcement learning","10.1016/j.neucom.2025.131471","Neurocomputing","2025-11-28","Article","1","0","Wang S.; Ji W.; Gui H.; Zhang K.; Wang L.; Pang S.","China University of Petroleum (East China); State Key Laboratory of Chemical Safety; Shandong Key Laboratory of Intelligent Oil & Gas Industrial Software","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105015147230&origin=inward"
"Scopus","Q6_pomdp_temporal_models","TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105022599642","Zonal Voltage Control Strategy Based on Graph Deep Reinforcement Learning With Spatial-temporal Pseudo-twin Network","10.13334/j.0258-8013.pcsee.250070","Zhongguo Dianji Gongcheng Xuebao Proceedings of the Chinese Society of Electrical Engineering","2025-11-05","Article","1","0","Cui Y.; Zhu F.; Wang Y.; Huang S.; Zhao Y.; Yang M.","Northeast Electric Power University; State Grid Jilin Electric Power Company Limited; State Grid Yancheng Power Supply Company","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105022599642&origin=inward"
"Scopus","Q6_pomdp_temporal_models","TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105019529117","GATR: a graph attention deep reinforcement learning approach with variance-sensitive rewards for rpl routing optimization","10.1007/s44443-025-00266-1","Journal of King Saud University Computer and Information Sciences","2025-11-01","Article","2","1","Wang Y.; Lei J.; Li Y.; Shang F.","Chongqing University of Posts and Telecommunications","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105019529117&origin=inward"
"Scopus","Q6_pomdp_temporal_models","TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105014968171","Risk-Aware Reinforcement Learning for Non-Conservative Motion Planning in Uncertain Autonomous Driving Environments","10.1109/TITS.2025.3599260","IEEE Transactions on Intelligent Transportation Systems","2025-11-01","Article","2","0","Hu C.; Liu D.; Wang Z.; Li D.; Wang J.; Tang X.","Shanghai Jiao Tong University; Southeast University; Chongqing University; Southern University of Science and Technology","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105014968171&origin=inward"
"Scopus","Q6_pomdp_temporal_models","TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105015544422","Computation offloading and resource allocation in satellite edge computing networks: A multi-agent reinforcement learning approach","10.1016/j.comnet.2025.111680","Computer Networks","2025-11-01","Article","3","0","Xiu Q.; Liu J.; Liu X.; Wang J.","Shenyang Aerospace University; College of Computer Science and Engineering, Northeastern University; Ltd.","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105015544422&origin=inward"
"Scopus","Q6_pomdp_temporal_models","TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105018523555","Research on dynamic collaborative scheduling strategy of optical storage and charging in Taiwan region based on multi-agent reinforcement learning","10.1016/j.microc.2025.115568","Microchemical Journal","2025-11-01","Article","0","0","Yan C.; Wang H.; Li C.; Han Q.; Li H.","Ltd.","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105018523555&origin=inward"
"Scopus","Q6_pomdp_temporal_models","TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105000462330","Robust Meta-Reinforcement Learning for Autonomous Spacecraft Rendezvous with Transformer Networks Under Delayed Observations","10.1007/s42405-025-00917-7","International Journal of Aeronautical and Space Sciences","2025-10-01","Article","4","0","Mohseni M.; Mohammadzaman I.","Malek Ashtar University of Technology","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105000462330&origin=inward"
"Scopus","Q6_pomdp_temporal_models","TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105018954026","Miss-Triggered Content Cache Replacement Under Partial Observability: Transformer-Decoder Q-Learning","10.3390/math13193217","Mathematics","2025-10-01","Article","0","1","Kim H.; Sun T.J.; Huh E.N.","Kyung Hee University","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105018954026&origin=inward"
"Scopus","Q6_pomdp_temporal_models","TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105011514563","Is cooperative always better? Multi-Agent Reinforcement Learning with explicit neighborhood backtracking for network-wide traffic signal control","10.1016/j.trc.2025.105265","Transportation Research Part C Emerging Technologies","2025-10-01","Article","30","0","Ren Y.; Chang Y.; Cui Z.; Chang X.; Yu H.; Li X.; Wang Y.","Beihang University; UW College of Engineering; Ministry of Public Security of the People's Republic of China; Zhongguancun Laboratory","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105011514563&origin=inward"
"Scopus","Q6_pomdp_temporal_models","TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105020296207","FRMA: Four-Phase Rapid Motor Adaptation Framework","10.3390/machines13100885","Machines","2025-10-01","Article","0","1","Liu X.; Lu C.; Wu H.; Hu B.; Li X.; Li Z.; Guo X.","Nankai University","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105020296207&origin=inward"
"Scopus","Q6_pomdp_temporal_models","TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105017420708","CaST-MASAC: Integrating Causal Inference and Spatio-Temporal Attention for Multi-UAV Cooperative Task Planning","10.3390/drones9090644","Drones","2025-09-01","Article","0","1","Chen R.; Hu F.","Nanjing University of Aeronautics and Astronautics","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105017420708&origin=inward"
"Scopus","Q6_pomdp_temporal_models","TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105019675079","Enhancing GRU-Based DRL with Delta-LiDAR for Robust UAV Navigation in Partially Observable Dynamic Environments","10.52549/ijeei.v13i3.7067","Indonesian Journal of Electrical Engineering and Informatics","2025-09-01","Article","0","1","Haddad M.A.; Khudher D.R.","University of Basrah","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105019675079&origin=inward"
"Scopus","Q6_pomdp_temporal_models","TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-85217440076","Reinforcement Learning of Chaotic Systems Control in Partially Observable Environments","10.1007/s10494-024-00632-5","Flow Turbulence and Combustion","2025-09-01","Article","7","1","Weissenbacher M.; Borovykh A.; Rigas G.","Imperial College London","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85217440076&origin=inward"
"Scopus","Q6_pomdp_temporal_models","TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105003124564","Collaborative production control and distributor selection via multi-agent reinforcement learning with differentiable communication","10.1016/j.eswa.2025.127539","Expert Systems with Applications","2025-07-05","Article","3","1","Deng Y.; Sheng G.; Chow A.H.F.; Zhou Z.; Bai Q.; Su Z.","Xi'an Jiaotong University; City University of Hong Kong; Key Laboratory of Road and Traffic Engineering of the State Ministry of Education; Ltd.","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105003124564&origin=inward"
"Scopus","Q6_pomdp_temporal_models","TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105009843267","Optimized Service Migration in MEC Using Deep Recurrent Actor-Critic Learning","10.14445/23488549/IJECE-V12I6P122","Ssrg International Journal of Electronics and Communication Engineering","2025-06-01","Article","0","1","Rajani B.; Tilaka J.M.K.; Lavanya V.U.P.; Hemachandu P.; Rao K.V.; Vani S.","Aditya University; Sasi Institute of Technology & Engineering","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105009843267&origin=inward"
"Scopus","Q6_pomdp_temporal_models","TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105009266935","LSTM-Enhanced Deep Reinforcement Learning for Robust Trajectory Tracking Control of Skid-Steer Mobile Robots Under Terra-Mechanical Constraints","10.3390/robotics14060074","Robotics","2025-06-01","Article","8","1","Alcayaga J.M.; Menéndez O.A.; Torres-Torriti M.A.; Vásconez J.P.; Arévalo-Ramirez T.; Romo A.J.P.","Pontificia Universidad Católica de Chile; Universidad Andrés Bello; Universidad Católica del Norte","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105009266935&origin=inward"
"Scopus","Q6_pomdp_temporal_models","TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105000493572","Maneuvering target interception via deep reinforcement learning guidance using only line-of-sight rate measurement","10.1016/j.engappai.2025.110523","Engineering Applications of Artificial Intelligence","2025-06-01","Article","0","0","Ren L.; Xian Y.; Liu Z.; Li S.; Zhang D.; Guo W.","Tsinghua University; Xi'an Research Institute of High Technology; China Xi'an Satellite Control Center","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105000493572&origin=inward"
"Scopus","Q6_pomdp_temporal_models","TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105000624219","Optimization-based spectral end-to-end deep reinforcement learning for equity portfolio management","10.1016/j.pacfin.2025.102746","Pacific Basin Finance Journal","2025-06-01","Article","2","0","Yu P.; Liu S.; Jin C.; Gu R.; Gong X.","Shanghai University of Finance and Economics; Shanghai Institute of International Finance and Economics","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105000624219&origin=inward"
"Scopus","Q6_pomdp_temporal_models","TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105009066228","Enhancing Geomagnetic Navigation with PPO-LSTM: Robust Navigation Utilizing Observed Geomagnetic Field Data","10.3390/s25123699","Sensors","2025-06-01","Article","3","1","Zhang X.; Bai W.; Liu J.; Yang S.; Shang T.; Liu H.","Xi'an University of Technology","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105009066228&origin=inward"
"Scopus","Q6_pomdp_temporal_models","TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105002758352","Recent Advances in Interactive Driving of Autonomous Vehicles: Comprehensive Review of Approaches","10.1007/s42154-024-00332-w","Automotive Innovation","2025-05-01","Article","9","1","Yang Y.; Negash N.M.; Yang J.","Edward E. Whitacre Jr. College of Engineering","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105002758352&origin=inward"
